user_id,workspace_id,signup_date,days_since_signup,total_sessions,total_events,avg_session_duration_min,tasks_created,tasks_completed,boards_created,premium_features_used,last_active_date,is_power_user,is_at_risk_churn,cohort_month
U000662,WS001625,2025-06-05,209,15,369,9.6,28,17,3,0,2025-12-30,False,False,2025-06
U000663,WS000813,2024-04-10,630,12,60,16.1,20,14,2,0,2024-09-09,False,True,2024-04
U000664,WS000312,2025-02-28,306,38,483,27.8,92,76,10,1,2025-04-03,True,True,2025-02
U000665,WS002426,2024-06-15,564,2,10,7.1,3,0,1,0,2025-02-27,False,True,2024-06
U000666,WS000995,2025-07-14,170,36,486,9.1,30,22,4,0,2025-12-28,False,False,2025-07
U000667,WS000418,2025-04-16,259,121,1103,44.4,256,209,9,0,2025-12-25,True,False,2025-04
U000668,WS001236,2025-01-14,351,0,10,6.4,9,4,1,0,2025-02-16,False,True,2025-01
U000669,WS002460,2024-04-23,617,49,450,10.6,22,13,4,0,2025-12-31,False,False,2024-04
U000670,WS000496,2024-09-02,485,6,99,16.8,37,22,1,0,2025-02-11,False,True,2024-09
U000671,WS002319,2025-02-06,328,0,4,7.6,2,1,0,0,2025-04-15,False,True,2025-02
U000672,WS000169,2025-03-03,303,13,125,19.2,14,9,2,0,2025-09-19,False,True,2025-03
U000673,WS001423,2025-01-28,337,7,77,18.7,41,29,3,0,2025-06-11,False,True,2025-01
U000674,WS002183,2024-01-30,701,13,41,9.8,44,26,2,0,2024-04-14,False,True,2024-01
U000675,WS001755,2025-07-28,156,0,2,7.2,3,1,1,0,2025-08-16,False,True,2025-07
U000676,WS001518,2025-01-12,353,2,4,9.8,0,0,1,0,2025-03-30,False,True,2025-01
U000677,WS000283,2025-04-30,245,39,389,11.4,43,24,2,0,2025-12-27,False,False,2025-04
U000678,WS002073,2024-07-11,538,26,347,26.4,167,139,19,0,2025-03-01,True,True,2024-07
U000679,WS001398,2024-02-24,676,23,538,27.0,124,104,10,0,2024-09-01,True,True,2024-02
U000680,WS000052,2025-05-23,222,6,30,10.0,0,0,0,0,2025-12-25,False,False,2025-05
U000681,WS001721,2024-10-09,448,7,33,8.6,49,24,1,0,2025-01-23,False,True,2024-10
U000682,WS002008,2024-03-21,650,2,7,3.6,7,3,1,0,2025-04-19,False,True,2024-03
U000683,WS000433,2024-07-14,535,9,49,14.5,36,24,3,0,2024-12-13,False,True,2024-07
U000684,WS001776,2025-09-02,120,6,13,9.9,2,1,1,0,2025-12-28,False,False,2025-09
U000685,WS001484,2024-07-29,520,37,586,39.2,112,77,7,0,2025-03-05,True,True,2024-07
U000686,WS001884,2024-05-25,585,51,535,43.1,57,47,19,0,2025-01-06,True,True,2024-05
U000687,WS000627,2025-02-05,329,1,2,6.0,9,4,0,0,2025-06-28,False,True,2025-02
U000688,WS001784,2025-01-23,342,13,51,11.9,35,18,3,0,2025-07-15,False,True,2025-01
U000689,WS000722,2025-11-08,53,8,46,5.7,3,1,0,0,2025-12-31,False,False,2025-11
U000690,WS002138,2024-06-26,553,17,169,32.3,192,132,19,0,2025-06-26,True,True,2024-06
U000691,WS001107,2024-07-14,535,42,421,39.8,221,145,10,1,2025-03-29,True,True,2024-07
U000692,WS002205,2024-06-27,552,14,109,9.4,23,12,2,0,2024-09-19,False,True,2024-06
U000693,WS001981,2025-07-16,168,54,206,38.1,123,93,9,1,2025-09-08,True,True,2025-07
U000694,WS001905,2024-02-21,679,1,1,9.8,3,1,1,0,2024-11-30,False,True,2024-02
U000695,WS001785,2024-06-16,563,9,124,11.6,41,25,2,0,2024-08-17,False,True,2024-06
U000696,WS002427,2024-09-18,469,12,35,12.2,45,31,1,0,2025-09-14,False,True,2024-09
U000697,WS001100,2024-12-13,383,3,10,5.7,6,3,0,0,2025-12-25,False,False,2024-12
U000698,WS001321,2024-03-24,647,2,6,4.1,3,1,0,0,2025-02-06,False,True,2024-03
U000699,WS001006,2024-02-09,691,0,8,7.9,8,3,1,0,2024-10-31,False,True,2024-02
U000700,WS000355,2024-04-25,615,3,86,12.3,31,18,3,0,2024-07-15,False,True,2024-04
U000701,WS001143,2025-03-16,290,11,77,15.5,17,13,4,0,2025-08-09,False,True,2025-03
U000702,WS001847,2024-03-10,661,2,10,7.8,7,2,0,0,2025-02-14,False,True,2024-03
U000703,WS000999,2025-09-17,105,8,75,12.5,47,31,4,0,2025-10-31,False,True,2025-09
U000704,WS001904,2025-08-13,140,7,18,5.0,3,1,1,0,2025-12-30,False,False,2025-08
U000705,WS002335,2024-12-15,381,56,527,35.3,56,37,16,0,2025-03-23,True,True,2024-12
U000706,WS002500,2025-05-07,238,2,11,7.5,0,0,0,0,2025-10-30,False,True,2025-05
U000707,WS001553,2025-07-18,166,83,694,15.1,159,125,19,1,2025-12-25,True,False,2025-07
U000708,WS001378,2024-01-03,728,11,110,19.9,16,8,3,0,2025-06-15,False,True,2024-01
U000709,WS000118,2025-08-25,128,40,345,13.6,37,29,1,0,2025-12-29,False,False,2025-08
U000710,WS002025,2024-10-07,450,43,458,37.0,152,106,19,1,2025-04-22,True,True,2024-10
U000711,WS001332,2025-08-03,150,36,406,11.0,48,30,4,0,2025-12-26,False,False,2025-08
U000712,WS000745,2024-02-18,682,54,543,25.3,130,109,10,1,2025-03-17,True,True,2024-02
U000713,WS001998,2024-08-17,501,10,47,14.5,41,20,3,0,2025-05-11,False,True,2024-08
U000714,WS000869,2024-02-16,684,10,45,14.0,45,24,3,0,2024-12-29,False,True,2024-02
U000715,WS001454,2024-12-23,373,28,149,9.2,10,7,4,0,2025-12-31,False,False,2024-12
U000716,WS001059,2025-03-23,283,9,39,16.5,10,5,3,0,2025-05-14,False,True,2025-03
U000717,WS001395,2025-01-28,337,8,49,9.2,27,16,1,0,2025-04-28,False,True,2025-01
U000718,WS001146,2025-09-05,117,111,1720,20.7,235,205,11,0,2025-12-26,True,False,2025-09
U000719,WS002442,2025-08-24,129,59,417,38.4,102,75,6,1,2025-11-30,True,True,2025-08
U000720,WS001132,2024-10-09,448,3,59,15.7,24,15,1,0,2024-12-27,False,True,2024-10
U000721,WS002277,2025-11-24,37,42,162,16.7,16,12,2,0,2025-12-30,False,False,2025-11
U000722,WS000042,2024-07-22,527,2,9,7.8,4,1,0,0,2024-08-21,False,True,2024-07
U000723,WS002117,2025-09-19,103,46,246,16.2,29,15,2,1,2025-12-29,False,False,2025-09
U000724,WS000783,2025-03-24,282,36,435,16.8,14,7,2,0,2025-12-28,False,False,2025-03
U000725,WS000351,2025-12-05,26,28,258,19.6,33,24,3,0,2025-12-29,False,False,2025-12
U000726,WS000989,2024-06-26,553,0,10,9.5,4,1,1,0,2025-03-18,False,True,2024-06
U000727,WS001665,2025-03-30,276,1,4,5.3,4,1,1,0,2025-07-31,False,True,2025-03
U000728,WS002002,2024-04-21,619,0,13,8.8,1,0,0,0,2025-07-10,False,True,2024-04
U000729,WS002275,2025-06-17,197,3,36,3.1,3,1,0,0,2025-12-27,False,False,2025-06
U000730,WS000985,2025-03-09,297,0,3,8.0,9,5,1,0,2025-05-20,False,True,2025-03
U000731,WS001951,2025-08-19,134,0,10,7.1,6,2,0,0,2025-11-06,False,True,2025-08
U000732,WS002011,2024-04-08,632,10,42,18.9,25,19,2,0,2025-06-23,False,True,2024-04
U000733,WS001836,2025-10-17,75,19,107,11.0,40,29,2,0,2025-12-26,False,False,2025-10
U000734,WS000071,2024-06-19,560,10,18,12.7,20,11,3,0,2024-11-09,False,True,2024-06
U000735,WS000382,2024-01-29,702,3,111,19.7,45,32,3,0,2024-06-26,False,True,2024-01
U000736,WS001206,2025-03-16,290,166,1799,45.0,244,164,10,0,2025-12-29,True,False,2025-03
U000737,WS000908,2025-12-22,9,7,30,5.1,5,1,0,0,2025-12-31,False,False,2025-12
U000738,WS001657,2024-02-21,679,145,851,21.6,110,81,10,4,2025-12-28,True,False,2024-02
U000739,WS000997,2025-09-29,93,3,63,9.8,37,28,1,0,2025-11-03,False,True,2025-09
U000740,WS001255,2024-03-02,669,41,553,16.0,154,117,12,1,2024-07-27,True,True,2024-03
U000741,WS002383,2024-06-20,559,11,97,19.2,38,29,2,0,2024-11-03,False,True,2024-06
U000742,WS001512,2024-11-25,401,8,77,8.7,20,11,2,0,2025-05-12,False,True,2024-11
U000743,WS001939,2024-01-26,705,54,356,26.5,184,159,10,0,2024-08-17,True,True,2024-01
U000744,WS002268,2025-03-25,281,33,91,17.8,22,12,2,0,2025-12-30,False,False,2025-03
U000745,WS002175,2025-09-17,105,53,524,43.5,247,206,15,0,2025-10-23,True,True,2025-09
U000746,WS001409,2024-10-01,456,0,5,8.1,9,3,1,0,2025-08-31,False,True,2024-10
U000747,WS001743,2025-11-12,49,6,35,5.7,1,0,0,0,2025-12-31,False,False,2025-11
U000748,WS002255,2025-06-07,207,3,37,9.0,19,13,1,0,2025-10-08,False,True,2025-06
U000749,WS001355,2025-11-03,58,2,3,7.3,1,0,0,0,2025-11-27,False,True,2025-11
U000750,WS001442,2025-10-27,65,1,5,3.7,0,0,0,0,2025-11-04,False,True,2025-10
U000751,WS001859,2025-02-28,306,3,116,15.7,44,27,2,0,2025-09-12,False,True,2025-02
U000752,WS001110,2025-10-13,79,8,33,5.1,0,0,0,0,2025-12-25,False,False,2025-10
U000753,WS001256,2025-05-15,230,2,12,3.7,3,1,1,0,2025-07-12,False,True,2025-05
U000754,WS001030,2024-05-10,600,23,433,16.1,29,18,1,0,2025-12-26,False,False,2024-05
U000755,WS000945,2025-01-06,359,8,21,3.3,2,0,1,0,2025-12-31,False,False,2025-01
U000756,WS000495,2025-12-22,9,10,354,14.3,21,12,4,0,2025-12-27,False,False,2025-12
U000757,WS000789,2024-06-22,557,1,14,4.5,4,2,0,0,2024-11-18,False,True,2024-06
U000758,WS001293,2024-07-10,539,28,331,30.6,63,49,11,1,2024-12-15,True,True,2024-07
U000759,WS000490,2024-07-13,536,11,98,17.8,24,14,3,0,2025-05-19,False,True,2024-07
U000760,WS002195,2025-02-08,326,10,28,11.9,49,24,3,0,2025-10-19,False,True,2025-02
U000761,WS000759,2025-11-10,51,11,129,14.0,23,16,4,0,2025-11-28,False,True,2025-11
U000762,WS000785,2024-03-25,646,0,3,9.8,8,3,0,0,2025-08-10,False,True,2024-03
U000763,WS000887,2024-08-07,511,7,130,11.1,10,6,1,0,2025-08-25,False,True,2024-08
U000764,WS001984,2025-06-16,198,164,1415,37.1,66,42,10,0,2025-12-27,True,False,2025-06
U000765,WS001133,2025-09-24,98,2,9,6.9,6,2,1,0,2025-12-31,False,False,2025-09
U000766,WS002415,2025-07-13,171,33,368,17.1,32,21,4,0,2025-12-28,False,False,2025-07
U000767,WS002149,2025-04-12,263,9,48,14.4,17,13,1,0,2025-09-26,False,True,2025-04
U000768,WS002445,2024-11-27,399,2,1,3.2,0,0,0,0,2025-03-02,False,True,2024-11
U000769,WS001160,2025-05-12,233,55,157,41.9,171,108,12,0,2025-06-02,True,True,2025-05
U000770,WS000412,2024-10-31,426,1,8,5.9,3,1,1,0,2025-01-05,False,True,2024-10
U000771,WS000796,2024-03-19,652,6,81,8.3,30,17,3,0,2025-04-30,False,True,2024-03
U000772,WS001214,2024-06-06,573,6,59,19.5,47,23,2,0,2024-08-28,False,True,2024-06
U000773,WS000932,2024-03-13,658,6,79,9.4,12,6,2,0,2024-04-05,False,True,2024-03
U000774,WS001479,2025-12-08,23,8,9,9.6,6,3,0,0,2025-12-29,False,False,2025-12
U000775,WS000735,2025-08-14,139,66,1262,37.7,280,244,13,1,2025-12-26,True,False,2025-08
U000776,WS001239,2024-10-14,443,11,67,13.3,47,32,1,0,2025-03-22,False,True,2024-10
U000777,WS000058,2024-04-12,628,14,68,8.9,29,17,4,0,2024-11-02,False,True,2024-04
U000778,WS002188,2025-06-26,188,70,906,22.0,263,183,18,1,2025-12-30,True,False,2025-06
U000779,WS000519,2025-12-03,28,21,483,15.8,48,31,2,2,2025-12-28,False,False,2025-12
U000780,WS001124,2024-11-15,411,22,239,28.9,110,93,12,1,2025-02-15,True,True,2024-11
U000781,WS000187,2025-03-08,298,1,4,4.0,4,1,0,0,2025-06-09,False,True,2025-03
U000782,WS000224,2025-09-10,112,46,542,29.8,115,86,7,1,2025-10-01,True,True,2025-09
U000783,WS002267,2025-05-18,227,8,43,5.4,7,2,1,0,2025-12-29,False,False,2025-05
U000784,WS001197,2025-04-27,248,0,3,5.1,2,1,1,0,2025-07-09,False,True,2025-04
U000785,WS000518,2024-01-21,710,23,65,18.2,16,8,2,0,2025-12-26,False,False,2024-01
U000786,WS002011,2024-03-09,662,27,367,43.1,174,148,11,0,2025-08-18,True,True,2024-03
U000787,WS000421,2024-08-30,488,2,7,7.8,1,0,0,0,2024-12-09,False,True,2024-08
U000788,WS000051,2024-08-24,494,0,9,3.4,3,1,0,0,2025-08-02,False,True,2024-08
U000789,WS002352,2025-02-19,315,59,474,35.2,127,111,10,0,2025-03-03,True,True,2025-02
U000790,WS001165,2024-08-01,517,1,2,7.2,8,2,0,0,2024-09-20,False,True,2024-08
U000791,WS001923,2025-11-04,57,6,117,9.7,43,29,2,0,2025-12-09,False,True,2025-11
U000792,WS001961,2024-04-27,613,11,18,19.5,16,12,3,0,2025-08-21,False,True,2024-04
U000793,WS001805,2025-03-16,290,11,66,12.5,19,12,3,0,2025-09-06,False,True,2025-03
U000794,WS001396,2025-04-30,245,13,388,13.0,13,7,4,0,2025-12-31,False,False,2025-04
U000795,WS000756,2024-09-06,481,2,3,4.1,2,0,1,0,2025-09-07,False,True,2024-09
U000796,WS000211,2024-02-27,673,26,178,40.6,209,163,9,1,2024-04-14,True,True,2024-02
U000797,WS001035,2025-02-06,328,16,250,14.0,28,20,2,2,2025-12-29,False,False,2025-02
U000798,WS001957,2025-09-26,96,2,12,7.5,0,0,1,0,2025-10-12,False,True,2025-09
U000799,WS000468,2025-03-07,299,24,405,9.7,46,33,4,0,2025-12-29,False,False,2025-03
U000800,WS000268,2025-01-01,364,14,112,19.1,45,34,3,0,2025-08-21,False,True,2025-01
U000801,WS001642,2024-05-06,604,1,7,3.8,5,2,0,0,2024-10-14,False,True,2024-05
U000802,WS002015,2025-07-22,162,1,3,6.7,9,4,0,0,2025-10-23,False,True,2025-07
U000803,WS000304,2025-12-02,29,6,23,5.4,4,2,1,0,2025-12-26,False,False,2025-12
U000804,WS002364,2024-08-06,512,0,6,5.7,2,1,1,0,2024-10-30,False,True,2024-08
U000805,WS000220,2024-01-09,722,7,122,19.2,10,7,3,0,2024-08-07,False,True,2024-01
U000806,WS000622,2024-04-30,610,10,84,19.2,41,27,1,0,2024-12-31,False,True,2024-04
U000807,WS000612,2024-01-12,719,2,3,6.6,0,0,0,0,2024-08-22,False,True,2024-01
U000808,WS002306,2024-02-25,675,23,218,9.2,29,17,2,0,2025-12-28,False,False,2024-02
U000809,WS001245,2024-03-20,651,2,6,5.7,3,1,0,0,2025-06-09,False,True,2024-03
U000810,WS000349,2025-07-20,164,2,34,9.2,7,3,1,0,2025-12-30,False,False,2025-07
U000811,WS001017,2024-12-10,386,15,181,28.5,259,218,9,1,2025-05-06,True,True,2024-12
U000812,WS000486,2024-10-02,455,37,188,10.6,43,34,4,0,2025-12-25,False,False,2024-10
U000813,WS002286,2025-09-12,110,8,6,8.2,0,0,1,0,2025-12-29,False,False,2025-09
U000814,WS001705,2024-02-16,684,6,77,19.7,35,22,4,0,2024-04-24,False,True,2024-02
U000815,WS002484,2024-02-21,679,3,79,15.5,49,30,3,0,2024-09-18,False,True,2024-02
U000816,WS002442,2024-12-27,369,9,57,11.0,41,26,3,0,2025-09-13,False,True,2024-12
U000817,WS000925,2025-09-08,114,12,129,17.7,49,34,1,0,2025-11-13,False,True,2025-09
U000818,WS002141,2025-08-30,123,40,206,16.8,18,11,1,1,2025-12-26,False,False,2025-08
U000819,WS001559,2024-11-13,413,12,93,14.9,27,19,1,0,2025-02-23,False,True,2024-11
U000820,WS001846,2025-05-15,230,13,338,18.7,42,25,3,0,2025-12-27,False,False,2025-05
U000821,WS001814,2025-11-21,40,5,128,10.5,47,24,1,0,2025-11-29,False,True,2025-11
U000822,WS001218,2024-08-29,489,24,357,14.0,41,25,2,1,2025-12-26,False,False,2024-08
U000823,WS002411,2025-02-21,313,10,129,19.2,26,15,1,0,2025-12-26,False,False,2025-02
U000824,WS001757,2024-04-17,623,11,149,19.7,31,22,1,0,2024-10-17,False,True,2024-04
U000825,WS001251,2025-12-02,29,112,1759,24.6,142,88,11,0,2025-12-31,True,False,2025-12
U000826,WS002330,2025-08-16,137,1,3,10.0,6,2,1,0,2025-10-08,False,True,2025-08
U000827,WS000247,2025-01-30,335,2,8,5.7,4,2,0,0,2025-06-14,False,True,2025-01
U000828,WS002498,2025-09-30,92,9,12,8.7,6,3,0,0,2025-12-25,False,False,2025-09
U000829,WS000407,2025-03-22,284,13,42,16.9,10,7,4,0,2025-08-16,False,True,2025-03
U000830,WS000852,2025-01-30,335,7,67,15.0,25,13,4,0,2025-06-13,False,True,2025-01
U000831,WS000865,2024-07-14,535,10,66,17.5,45,28,4,0,2024-08-05,False,True,2024-07
U000832,WS001084,2025-09-05,117,24,76,18.3,19,10,2,0,2025-12-31,False,False,2025-09
U000833,WS000333,2024-11-21,405,3,130,17.9,39,22,1,0,2025-06-09,False,True,2024-11
U000834,WS000644,2025-08-26,127,27,121,18.6,28,18,2,0,2025-12-31,False,False,2025-08
U000835,WS000983,2025-04-25,250,0,8,7.9,0,0,0,0,2025-11-10,False,True,2025-04
U000836,WS000712,2025-03-14,292,54,475,40.6,78,54,5,1,2025-08-21,True,True,2025-03
U000837,WS002261,2025-11-06,55,9,125,19.6,11,8,2,0,2025-12-19,False,False,2025-11
U000838,WS000308,2024-05-28,582,9,13,7.3,2,0,0,0,2025-12-28,False,False,2024-05
U000839,WS000642,2024-07-20,529,41,514,39.3,143,104,11,1,2024-10-25,True,True,2024-07
U000840,WS000011,2025-09-18,104,7,47,7.6,2,0,0,0,2025-12-25,False,False,2025-09
U000841,WS001674,2024-12-06,390,50,553,20.0,127,94,13,1,2025-07-03,True,True,2024-12
U000842,WS001846,2024-08-03,515,0,12,7.3,7,3,0,0,2025-01-11,False,True,2024-08
U000843,WS002433,2024-01-22,709,13,81,16.9,40,26,1,0,2024-04-16,False,True,2024-01
U000844,WS001925,2024-04-15,625,111,666,38.1,266,172,19,0,2025-12-30,True,False,2024-04
U000845,WS001193,2024-10-18,439,11,17,13.7,39,24,3,0,2025-03-19,False,True,2024-10
U000846,WS000134,2025-11-30,31,126,1148,17.9,213,139,17,0,2025-12-29,True,False,2025-11
U000847,WS000949,2025-09-19,103,5,142,13.6,33,25,3,0,2025-11-21,False,True,2025-09
U000848,WS001181,2024-03-24,647,1,11,4.3,7,2,0,0,2025-05-26,False,True,2024-03
U000849,WS001159,2025-04-11,264,6,136,16.4,10,7,2,0,2025-09-13,False,True,2025-04
U000850,WS001860,2024-09-26,461,2,8,5.7,7,3,1,0,2025-09-18,False,True,2024-09
U000851,WS000292,2025-05-11,234,55,262,42.9,183,151,17,0,2025-06-15,True,True,2025-05
U000852,WS000957,2025-01-21,344,1,14,8.9,8,4,0,0,2025-08-19,False,True,2025-01
U000853,WS001084,2025-01-05,360,7,125,16.2,18,9,4,0,2025-04-27,False,True,2025-01
U000854,WS002416,2025-01-27,338,6,5,9.4,3,1,1,0,2025-12-31,False,False,2025-01
U000855,WS000811,2025-03-27,279,0,4,6.1,9,5,0,0,2025-08-26,False,True,2025-03
U000856,WS001742,2025-01-05,360,34,597,31.8,249,160,6,0,2025-06-25,True,True,2025-01
U000857,WS000471,2025-11-03,58,38,458,14.5,35,26,4,2,2025-12-28,False,False,2025-11
U000858,WS002231,2025-10-05,87,18,174,15.6,66,55,10,0,2025-12-11,True,True,2025-10
U000859,WS000921,2025-06-23,191,173,1684,37.6,146,93,19,0,2025-12-30,True,False,2025-06
U000860,WS000611,2025-03-16,290,2,8,5.6,3,1,1,0,2025-05-25,False,True,2025-03
U000861,WS001089,2024-07-09,540,0,9,3.7,8,4,0,0,2025-02-25,False,True,2024-07
U000862,WS000583,2025-03-17,289,5,9,7.6,9,3,1,0,2025-12-25,False,False,2025-03
U000863,WS000293,2024-04-13,627,2,2,4.2,0,0,1,0,2024-08-24,False,True,2024-04
U000864,WS000245,2024-03-05,666,13,109,9.5,17,10,3,0,2024-07-27,False,True,2024-03
U000865,WS000680,2024-11-12,414,42,245,30.0,245,193,12,0,2024-11-19,True,True,2024-11
U000866,WS001260,2025-09-10,112,5,17,13.6,43,26,4,0,2025-09-30,False,True,2025-09
U000867,WS002438,2025-05-09,236,1,39,5.2,8,2,0,0,2025-12-27,False,False,2025-05
U000868,WS002332,2024-01-20,711,11,95,12.7,14,10,1,0,2024-06-06,False,True,2024-01
U000869,WS001183,2025-04-02,273,30,439,11.7,37,20,1,0,2025-12-26,False,False,2025-04
U000870,WS001799,2024-01-01,730,9,98,14.9,37,22,1,0,2025-06-17,False,True,2024-01
U000871,WS000510,2024-05-18,592,35,82,12.9,18,11,1,0,2025-12-27,False,False,2024-05
U000872,WS001920,2024-04-24,616,57,562,43.0,213,143,19,0,2025-07-19,True,True,2024-04
U000873,WS001246,2024-10-01,456,1,2,6.3,4,2,0,0,2025-08-22,False,True,2024-10
U000874,WS001649,2025-07-21,163,146,995,20.9,292,225,5,3,2025-12-30,True,False,2025-07
U000875,WS001116,2025-12-06,25,49,212,19.7,40,28,4,0,2025-12-29,False,False,2025-12
U000876,WS002050,2024-10-23,434,9,143,16.3,31,21,1,0,2025-04-15,False,True,2024-10
U000877,WS002212,2025-01-16,349,106,677,42.2,79,61,14,5,2025-12-26,True,False,2025-01
U000878,WS002023,2025-11-11,50,6,34,3.9,5,2,1,0,2025-12-25,False,False,2025-11
U000879,WS001794,2024-07-04,545,1,6,3.3,3,0,0,0,2025-03-20,False,True,2024-07
U000880,WS000330,2025-04-09,266,26,80,10.4,32,22,3,0,2025-12-31,False,False,2025-04
U000881,WS002450,2024-10-17,440,0,13,9.2,3,1,1,0,2025-03-08,False,True,2024-10
U000882,WS000164,2025-07-13,171,12,33,14.1,37,20,4,0,2025-10-11,False,True,2025-07
U000883,WS001770,2024-03-17,654,68,1401,19.9,119,101,18,1,2025-12-30,True,False,2024-03
U000884,WS001321,2024-03-17,654,1,6,8.8,9,4,0,0,2025-04-09,False,True,2024-03
U000885,WS002473,2024-05-22,588,1,13,5.1,1,0,1,0,2024-11-02,False,True,2024-05
U000886,WS001026,2025-12-21,10,95,577,39.5,210,141,19,0,2025-12-29,True,False,2025-12
U000887,WS000106,2024-06-25,554,88,1464,44.1,146,113,8,1,2025-12-29,True,False,2024-06
U000888,WS000375,2025-05-24,221,36,154,8.0,22,13,2,0,2025-12-27,False,False,2025-05
U000889,WS000938,2024-09-02,485,48,211,33.6,62,53,19,1,2025-03-17,True,True,2024-09
U000890,WS002357,2024-02-02,698,1,35,5.5,8,4,1,0,2025-12-30,False,False,2024-02
U000891,WS002405,2025-09-19,103,10,220,14.0,45,28,3,0,2025-12-29,False,False,2025-09
U000892,WS000085,2025-08-01,152,25,185,12.9,11,7,2,0,2025-12-31,False,False,2025-08
U000893,WS001104,2024-02-26,674,0,3,9.1,5,2,1,0,2024-06-22,False,True,2024-02
U000894,WS002361,2024-05-01,609,4,52,12.7,34,26,1,0,2024-05-30,False,True,2024-05
U000895,WS000165,2024-02-21,679,2,5,5.2,9,3,1,0,2025-04-04,False,True,2024-02
U000896,WS000718,2024-10-26,431,47,161,12.2,31,19,3,1,2025-12-28,False,False,2024-10
U000897,WS001928,2024-12-30,366,4,87,14.6,28,15,4,0,2025-04-09,False,True,2024-12
U000898,WS002126,2024-01-11,720,46,521,16.3,226,136,10,0,2025-06-11,True,True,2024-01
U000899,WS001812,2024-10-07,450,14,102,16.9,40,26,4,0,2025-01-26,False,True,2024-10
U000900,WS001140,2025-01-20,345,25,279,18.1,30,17,3,0,2025-12-30,False,False,2025-01
U000901,WS000744,2024-05-31,579,1,4,3.4,8,3,1,0,2024-08-17,False,True,2024-05
U000902,WS002398,2025-06-18,196,31,326,20.1,228,145,11,1,2025-10-08,True,True,2025-06
U000903,WS001786,2024-12-11,385,3,112,12.5,46,27,2,0,2025-05-26,False,True,2024-12
U000904,WS002015,2025-08-22,131,30,183,37.9,134,80,19,1,2025-09-07,True,True,2025-08
U000905,WS000374,2024-01-17,714,13,36,15.9,10,6,3,0,2024-09-08,False,True,2024-01
U000906,WS001926,2024-02-22,678,17,198,16.9,40,28,1,2,2025-12-26,False,False,2024-02
U000907,WS001426,2024-10-21,436,4,39,19.5,16,8,1,0,2025-01-02,False,True,2024-10
U000908,WS001673,2025-01-27,338,8,66,14.0,38,24,2,0,2025-05-22,False,True,2025-01
U000909,WS001366,2024-08-09,509,3,144,13.8,33,25,2,0,2024-10-11,False,True,2024-08
U000910,WS001316,2024-11-08,418,44,458,17.1,38,27,3,0,2025-12-31,False,False,2024-11
U000911,WS000429,2025-04-24,251,26,260,19.8,21,12,4,0,2025-12-26,False,False,2025-04
U000912,WS000659,2025-02-15,319,81,634,36.5,246,213,15,3,2025-12-25,True,False,2025-02
U000913,WS001351,2025-04-12,263,10,24,18.6,26,13,2,0,2025-07-19,False,True,2025-04
U000914,WS001687,2025-12-10,21,35,189,12.5,19,10,2,0,2025-12-27,False,False,2025-12
U000915,WS002030,2024-07-29,520,19,478,18.1,37,26,4,0,2025-12-26,False,False,2024-07
U000916,WS001181,2024-02-13,687,0,14,4.7,9,3,1,0,2025-01-14,False,True,2024-02
U000917,WS001641,2025-12-10,21,18,261,14.6,38,28,1,0,2025-12-31,False,False,2025-12
U000918,WS002254,2025-11-07,54,41,61,9.9,48,32,1,0,2025-12-30,False,False,2025-11
U000919,WS000151,2024-06-17,562,0,8,6.0,9,4,0,0,2025-02-01,False,True,2024-06
U000920,WS001863,2024-01-23,708,12,128,12.8,13,6,4,0,2025-08-01,False,True,2024-01
U000921,WS000361,2024-11-22,404,20,445,8.6,43,24,2,0,2025-12-26,False,False,2024-11
U000922,WS001289,2024-03-13,658,0,2,6.7,8,4,1,0,2025-08-05,False,True,2024-03
U000923,WS001034,2024-07-05,544,11,105,8.7,21,11,4,0,2025-08-02,False,True,2024-07
U000924,WS001325,2025-09-17,105,6,28,9.5,7,4,0,0,2025-12-26,False,False,2025-09
U000925,WS000475,2024-11-01,425,76,1704,39.2,53,43,13,3,2025-12-29,True,False,2024-11
U000926,WS001656,2024-05-20,590,5,54,14.0,32,21,1,0,2025-06-15,False,True,2024-05
U000927,WS002108,2025-11-17,44,176,1733,44.7,60,41,15,1,2025-12-25,True,False,2025-11
U000928,WS000005,2025-07-13,171,48,434,19.7,36,23,4,0,2025-12-27,False,False,2025-07
U000929,WS002223,2025-02-13,321,3,33,9.1,9,3,1,0,2025-12-27,False,False,2025-02
U000930,WS001893,2025-03-06,300,9,82,18.9,41,28,1,0,2025-10-14,False,True,2025-03
U000931,WS001693,2025-10-04,88,18,456,16.0,16,10,4,0,2025-12-27,False,False,2025-10
U000932,WS000223,2025-07-26,158,17,590,18.9,142,110,13,5,2025-08-21,True,True,2025-07
U000933,WS000769,2024-10-19,438,3,15,7.4,4,2,0,0,2025-12-29,False,False,2024-10
U000934,WS002124,2024-03-05,666,1,9,4.3,9,5,0,0,2024-10-01,False,True,2024-03
U000935,WS001482,2025-06-22,192,36,198,19.1,43,24,4,0,2025-12-25,False,False,2025-06
U000936,WS002042,2024-08-24,494,2,11,7.4,6,1,0,0,2025-08-06,False,True,2024-08
U000937,WS001811,2024-04-21,619,0,3,3.1,3,1,1,0,2024-08-24,False,True,2024-04
U000938,WS000212,2025-07-08,176,70,748,22.6,213,177,6,0,2025-12-26,True,False,2025-07
